item,org,date,quantity
3959509,40022636,2020-02-01,4321
3959509,42023714,2020-02-01,5037
3959530,1617388,2020-02-01,51334
3959530,1619228,2020-02-01,76454
3959530,40022636,2020-02-01,40103
3959530,42023714,2020-02-01,125713
3994423,1617388,2020-02-01,2571
3994423,1619228,2020-02-01,2500
3994423,40022636,2020-02-01,1555
3994423,42023714,2020-02-01,3706
5160016,1617388,2020-02-01,0
5160016,1619228,2020-02-01,0
5160016,40022636,2020-02-01,0
5160016,42023714,2020-02-01,0
6609938,1617388,2020-02-01,11852
6609938,1619228,2020-02-01,7903
6609938,40022636,2020-02-01,5982
6609938,42023714,2020-02-01,15162
28065487,1617388,2020-02-01,2858
28065487,1619228,2020-02-01,3408
28065487,40022636,2020-02-01,1531
28065487,42023714,2020-02-01,5379
51472179,1617388,2020-02-01,2839
51472179,1619228,2020-02-01,1900
51472179,40022636,2020-02-01,847
51472179,42023714,2020-02-01,3672
60715830,1617388,2020-02-01,7392
60715830,1619228,2020-02-01,11772
60715830,40022636,2020-02-01,5165
60715830,42023714,2020-02-01,23763
62793347,1617388,2020-02-01,3878
62793347,1619228,2020-02-01,3223
62793347,40022636,2020-02-01,386
62793347,42023714,2020-02-01,8528
62922352,1617388,2020-02-01,2898
62922352,1619228,2020-02-01,910
62922352,40022636,2020-02-01,392
62922352,42023714,2020-02-01,3451
69058316,1617388,2020-02-01,4493
69058316,1619228,2020-02-01,1470
69058316,40022636,2020-02-01,891
69058316,42023714,2020-02-01,2924
102201027,1617388,2020-02-01,3521
102201027,1619228,2020-02-01,4213
102201027,40022636,2020-02-01,1412
102201027,42023714,2020-02-01,7528
103264090,1617388,2020-02-01,3464
103264090,1619228,2020-02-01,4753
103264090,40022636,2020-02-01,1625
103264090,42023714,2020-02-01,8178
103264133,1617388,2020-02-01,6250
103264133,1619228,2020-02-01,7909
103264133,40022636,2020-02-01,3095
103264133,42023714,2020-02-01,15035
103766415,1617388,2020-02-01,6340
103766415,1619228,2020-02-01,8600
103766415,40022636,2020-02-01,2698
103766415,42023714,2020-02-01,9350
107428334,1617388,2020-02-01,4283
107428334,1619228,2020-02-01,6252
107428334,40022636,2020-02-01,2358
107428334,42023714,2020-02-01,13463
108204834,1617388,2020-02-01,2567
108204834,1619228,2020-02-01,2408
108204834,40022636,2020-02-01,1355
108204834,42023714,2020-02-01,6755
116549016,1617388,2020-02-01,3648
116549016,1619228,2020-02-01,3702
116549016,40022636,2020-02-01,1259
116549016,42023714,2020-02-01,6334
116549031,1617388,2020-02-01,3227
116549031,1619228,2020-02-01,2364
116549031,40022636,2020-02-01,571
116549031,42023714,2020-02-01,5243
116549126,1617388,2020-02-01,2933
116549126,1619228,2020-02-01,1708
116549126,40022636,2020-02-01,886
116549126,42023714,2020-02-01,6062
116549156,1617388,2020-02-01,1420
116549156,1619228,2020-02-01,921
116549156,40022636,2020-02-01,659
116549156,42023714,2020-02-01,741
116549191,1617388,2020-02-01,2159
116549191,1619228,2020-02-01,880
116549191,40022636,2020-02-01,470
116549191,42023714,2020-02-01,762
116549229,1617388,2020-02-01,2337
116549229,1619228,2020-02-01,1060
116549229,40022636,2020-02-01,791
116549229,42023714,2020-02-01,1252
116549238,1617388,2020-02-01,4320
116549238,1619228,2020-02-01,1603
116549238,40022636,2020-02-01,879
116549238,42023714,2020-02-01,2548
116549631,1617388,2020-02-01,901
116549631,1619228,2020-02-01,457
116549631,40022636,2020-02-01,429
116549631,42023714,2020-02-01,1290
116549737,1617388,2020-02-01,1258
116549737,1619228,2020-02-01,449
116549737,40022636,2020-02-01,405
116549737,42023714,2020-02-01,1014
116844834,1617388,2020-02-01,7523
116844834,1619228,2020-02-01,2163
116844834,40022636,2020-02-01,1087
116844834,42023714,2020-02-01,3585
117855880,1617388,2020-02-01,2728
117855880,1619228,2020-02-01,1325
117855880,40022636,2020-02-01,970
117855880,42023714,2020-02-01,1853
120363084,1617388,2020-02-01,0
120363084,1619228,2020-02-01,0
120363084,40022636,2020-02-01,0
120363084,42023714,2020-02-01,0
121127559,1617388,2020-02-01,1702
121127559,1619228,2020-02-01,675
121127559,40022636,2020-02-01,276
121127559,42023714,2020-02-01,1602
121128611,1617388,2020-02-01,2755
121128611,1619228,2020-02-01,1170
121128611,40022636,2020-02-01,518
121128611,42023714,2020-02-01,2290
121129359,1617388,2020-02-01,2282
121129359,1619228,2020-02-01,1618
121129359,40022636,2020-02-01,468
121129359,42023714,2020-02-01,514
125309293,1617388,2020-02-01,4180
125309293,1619228,2020-02-01,1892
125309293,40022636,2020-02-01,647
125309293,42023714,2020-02-01,2230
125309489,1617388,2020-02-01,2280
125309489,1619228,2020-02-01,889
125309489,40022636,2020-02-01,330
125309489,42023714,2020-02-01,1744
127929968,1617388,2020-02-01,1931
127929968,1619228,2020-02-01,578
127929968,40022636,2020-02-01,183
127929968,42023714,2020-02-01,423
128814473,1617388,2020-02-01,0
128814473,1619228,2020-02-01,0
128814473,40022636,2020-02-01,0
128814473,42023714,2020-02-01,0
130569415,1617388,2020-02-01,0
130569415,1619228,2020-02-01,0
130569415,40022636,2020-02-01,0
130569415,42023714,2020-02-01,1160
130962471,1617388,2020-02-01,744
130962471,1619228,2020-02-01,560
130962471,40022636,2020-02-01,385
130962471,42023714,2020-02-01,1246
133513224,1617388,2020-02-01,736
133513224,1619228,2020-02-01,330
133513224,40022636,2020-02-01,185
133513224,42023714,2020-02-01,287
133513294,1617388,2020-02-01,782
133513294,1619228,2020-02-01,378
133513294,40022636,2020-02-01,187
133513294,42023714,2020-02-01,538
133980049,1617388,2020-02-01,5668
133980049,1619228,2020-02-01,3456
133980049,40022636,2020-02-01,743
133980049,42023714,2020-02-01,5276
137410407,1617388,2020-02-01,10887
137410407,1619228,2020-02-01,3137
137410407,40022636,2020-02-01,1873
137410407,42023714,2020-02-01,5039
140462971,1617388,2020-02-01,2374
140462971,1619228,2020-02-01,832
140462971,40022636,2020-02-01,768
140462971,42023714,2020-02-01,1449
140475926,1617388,2020-02-01,5632
140475926,1619228,2020-02-01,3357
140475926,40022636,2020-02-01,574
140475926,42023714,2020-02-01,3537
140534345,1617388,2020-02-01,5594
140534345,1619228,2020-02-01,2791
140534345,40022636,2020-02-01,2044
140534345,42023714,2020-02-01,5505
140535880,1617388,2020-02-01,1610
140535880,1619228,2020-02-01,1011
140535880,40022636,2020-02-01,345
140535880,42023714,2020-02-01,1693
149440644,1617388,2020-02-01,3465
149440644,1619228,2020-02-01,1276
149440644,40022636,2020-02-01,967
149440644,42023714,2020-02-01,2078
3959294,1617388,2020-03-01,4103
3959294,1619228,2020-03-01,3198
3959294,40022636,2020-03-01,3074
3959294,42023714,2020-03-01,5294
3959313,1617388,2020-03-01,2586
3959313,1619228,2020-03-01,1499
3959313,40022636,2020-03-01,1247
3959313,42023714,2020-03-01,4566
3959506,1617388,2020-03-01,43421
3959506,1619228,2020-03-01,17995
3959506,40022636,2020-03-01,23725
3959506,42023714,2020-03-01,49008
3959509,1617388,2020-03-01,10550
3959509,1619228,2020-03-01,6081
3959509,40022636,2020-03-01,5379
3959509,42023714,2020-03-01,7467
3959530,1617388,2020-03-01,75064
3959530,1619228,2020-03-01,47220
3959530,40022636,2020-03-01,31287
3959530,42023714,2020-03-01,107609
3994423,1617388,2020-03-01,2179
3994423,1619228,2020-03-01,2128
3994423,40022636,2020-03-01,963
3994423,42023714,2020-03-01,3509
5160016,1617388,2020-03-01,0
5160016,1619228,2020-03-01,0
5160016,40022636,2020-03-01,0
5160016,42023714,2020-03-01,0
6609938,1617388,2020-03-01,12336
6609938,1619228,2020-03-01,9624
6609938,40022636,2020-03-01,6453
6609938,42023714,2020-03-01,18721
28065487,1617388,2020-03-01,2704
28065487,1619228,2020-03-01,1907
28065487,40022636,2020-03-01,1242
28065487,42023714,2020-03-01,4301
51472179,1617388,2020-03-01,4095
51472179,1619228,2020-03-01,2930
51472179,40022636,2020-03-01,921
51472179,42023714,2020-03-01,6274
60715830,1617388,2020-03-01,9076
60715830,1619228,2020-03-01,19545
60715830,40022636,2020-03-01,7132
60715830,42023714,2020-03-01,36843
62793347,1617388,2020-03-01,768
62793347,1619228,2020-03-01,701
62793347,40022636,2020-03-01,2465
62793347,42023714,2020-03-01,6462
62922352,1617388,2020-03-01,2644
62922352,1619228,2020-03-01,1731
62922352,40022636,2020-03-01,623
62922352,42023714,2020-03-01,4260
69058316,1617388,2020-03-01,6185
69058316,1619228,2020-03-01,2549
69058316,40022636,2020-03-01,1578
69058316,42023714,2020-03-01,3755
102201027,1617388,2020-03-01,4208
102201027,1619228,2020-03-01,8782
102201027,40022636,2020-03-01,2265
102201027,42023714,2020-03-01,11991
103264090,1617388,2020-03-01,4131
103264090,1619228,2020-03-01,9308
103264090,40022636,2020-03-01,2601
103264090,42023714,2020-03-01,13127
103264133,1617388,2020-03-01,6104
103264133,1619228,2020-03-01,13271
103264133,40022636,2020-03-01,4769
103264133,42023714,2020-03-01,22116
103766415,1617388,2020-03-01,5331
103766415,1619228,2020-03-01,5648
103766415,40022636,2020-03-01,1699
103766415,42023714,2020-03-01,7653
107428334,1617388,2020-03-01,5629
107428334,1619228,2020-03-01,11098
107428334,40022636,2020-03-01,3471
107428334,42023714,2020-03-01,20853
108204834,1617388,2020-03-01,6300
108204834,1619228,2020-03-01,6162
108204834,40022636,2020-03-01,3567
108204834,42023714,2020-03-01,9399
116549016,1617388,2020-03-01,4090
116549016,1619228,2020-03-01,5217
116549016,40022636,2020-03-01,1888
116549016,42023714,2020-03-01,8338
116549031,1617388,2020-03-01,5040
116549031,1619228,2020-03-01,3444
116549031,40022636,2020-03-01,1147
116549031,42023714,2020-03-01,4650
116549126,1617388,2020-03-01,4508
116549126,1619228,2020-03-01,3124
116549126,40022636,2020-03-01,1345
116549126,42023714,2020-03-01,5746
116549156,1617388,2020-03-01,2780
116549156,1619228,2020-03-01,570
116549156,40022636,2020-03-01,372
116549156,42023714,2020-03-01,841
116549191,1617388,2020-03-01,2072
116549191,1619228,2020-03-01,647
116549191,40022636,2020-03-01,449
116549191,42023714,2020-03-01,1035
116549229,1617388,2020-03-01,2100
116549229,1619228,2020-03-01,1064
116549229,40022636,2020-03-01,1044
116549229,42023714,2020-03-01,1296
116549238,1617388,2020-03-01,5790
116549238,1619228,2020-03-01,2351
116549238,40022636,2020-03-01,1058
116549238,42023714,2020-03-01,2917
116549631,1617388,2020-03-01,1172
116549631,1619228,2020-03-01,312
116549631,40022636,2020-03-01,371
116549631,42023714,2020-03-01,809
116549737,1617388,2020-03-01,1239
116549737,1619228,2020-03-01,344
116549737,40022636,2020-03-01,403
116549737,42023714,2020-03-01,1153
116844834,1617388,2020-03-01,11170
116844834,1619228,2020-03-01,3537
116844834,40022636,2020-03-01,1660
116844834,42023714,2020-03-01,4573
117855880,1617388,2020-03-01,6313
117855880,1619228,2020-03-01,2375
117855880,40022636,2020-03-01,1787
117855880,42023714,2020-03-01,3030
120363084,1617388,2020-03-01,6281
120363084,1619228,2020-03-01,63
120363084,40022636,2020-03-01,3300
120363084,42023714,2020-03-01,8260
121127559,1617388,2020-03-01,2452
121127559,1619228,2020-03-01,633
121127559,40022636,2020-03-01,216
121127559,42023714,2020-03-01,1683
121128611,1617388,2020-03-01,2543
121128611,1619228,2020-03-01,1731
121128611,40022636,2020-03-01,280
121128611,42023714,2020-03-01,2214
121129359,1617388,2020-03-01,5367
121129359,1619228,2020-03-01,1669
121129359,40022636,2020-03-01,501
121129359,42023714,2020-03-01,864
125309293,1617388,2020-03-01,4872
125309293,1619228,2020-03-01,2381
125309293,40022636,2020-03-01,1342
125309293,42023714,2020-03-01,2608
125309489,1617388,2020-03-01,1539
125309489,1619228,2020-03-01,888
125309489,40022636,2020-03-01,452
125309489,42023714,2020-03-01,2496
127929968,1617388,2020-03-01,2586
127929968,1619228,2020-03-01,411
127929968,40022636,2020-03-01,131
127929968,42023714,2020-03-01,447
128814473,1617388,2020-03-01,0
128814473,1619228,2020-03-01,0
128814473,40022636,2020-03-01,0
128814473,42023714,2020-03-01,0
130569415,1617388,2020-03-01,1683
130569415,1619228,2020-03-01,2300
130569415,40022636,2020-03-01,406
130569415,42023714,2020-03-01,1828
130962471,1617388,2020-03-01,389
130962471,1619228,2020-03-01,419
130962471,40022636,2020-03-01,409
130962471,42023714,2020-03-01,1155
133513224,1617388,2020-03-01,648
133513224,1619228,2020-03-01,440
133513224,40022636,2020-03-01,138
133513224,42023714,2020-03-01,344
133513294,1617388,2020-03-01,962
133513294,1619228,2020-03-01,425
133513294,40022636,2020-03-01,272
133513294,42023714,2020-03-01,809
133980049,1617388,2020-03-01,6414
133980049,1619228,2020-03-01,4267
133980049,40022636,2020-03-01,920
133980049,42023714,2020-03-01,6586
137410407,1617388,2020-03-01,6252
137410407,1619228,2020-03-01,3826
137410407,40022636,2020-03-01,2268
137410407,42023714,2020-03-01,6876
140462971,1617388,2020-03-01,1115
140462971,1619228,2020-03-01,1040
140462971,40022636,2020-03-01,538
140462971,42023714,2020-03-01,1534
140475926,1617388,2020-03-01,5281
140475926,1619228,2020-03-01,3922
140475926,40022636,2020-03-01,805
140475926,42023714,2020-03-01,4842
140534345,1617388,2020-03-01,4542
140534345,1619228,2020-03-01,2824
140534345,40022636,2020-03-01,2212
140534345,42023714,2020-03-01,6827
140535880,1617388,2020-03-01,1613
140535880,1619228,2020-03-01,1216
140535880,40022636,2020-03-01,509
140535880,42023714,2020-03-01,1246
149440644,1617388,2020-03-01,3200
149440644,1619228,2020-03-01,1395
149440644,40022636,2020-03-01,626
149440644,42023714,2020-03-01,1972
3959294,1617388,2020-04-01,2390
3959294,1619228,2020-04-01,1846
3959294,40022636,2020-04-01,1257
3959294,42023714,2020-04-01,5484
3959313,1617388,2020-04-01,990
3959313,1619228,2020-04-01,873
3959313,40022636,2020-04-01,810
3959313,42023714,2020-04-01,2917
3959506,1617388,2020-04-01,31237
3959506,1619228,2020-04-01,34011
3959506,40022636,2020-04-01,16703
3959506,42023714,2020-04-01,36985
3959509,1617388,2020-04-01,9032
3959509,1619228,2020-04-01,4378
3959509,40022636,2020-04-01,4408
3959509,42023714,2020-04-01,6701
3959530,1617388,2020-04-01,44268
3959530,1619228,2020-04-01,56759
3959530,40022636,2020-04-01,19052
3959530,42023714,2020-04-01,79503
3994423,1617388,2020-04-01,2128
3994423,1619228,2020-04-01,2042
3994423,40022636,2020-04-01,572
3994423,42023714,2020-04-01,2596
5160016,1617388,2020-04-01,2
5160016,1619228,2020-04-01,0
5160016,40022636,2020-04-01,0
5160016,42023714,2020-04-01,0
6609938,1617388,2020-04-01,12015
6609938,1619228,2020-04-01,8619
6609938,40022636,2020-04-01,5268
6609938,42023714,2020-04-01,14070
28065487,1617388,2020-04-01,2321
28065487,1619228,2020-04-01,2580
28065487,40022636,2020-04-01,1040
28065487,42023714,2020-04-01,3603
51472179,1617388,2020-04-01,2209
51472179,1619228,2020-04-01,2710
51472179,40022636,2020-04-01,765
51472179,42023714,2020-04-01,5109
60715830,1617388,2020-04-01,6179
60715830,1619228,2020-04-01,16063
60715830,40022636,2020-04-01,7718
60715830,42023714,2020-04-01,30160
62793347,1617388,2020-04-01,0
62793347,1619228,2020-04-01,0
62793347,40022636,2020-04-01,0
62793347,42023714,2020-04-01,0
62922352,1617388,2020-04-01,1554
62922352,1619228,2020-04-01,1514
62922352,40022636,2020-04-01,609
62922352,42023714,2020-04-01,5401
69058316,1617388,2020-04-01,2010
69058316,1619228,2020-04-01,1448
69058316,40022636,2020-04-01,420
69058316,42023714,2020-04-01,2048
102201027,1617388,2020-04-01,3081
102201027,1619228,2020-04-01,6579
102201027,40022636,2020-04-01,3132
102201027,42023714,2020-04-01,11064
103264090,1617388,2020-04-01,3074
103264090,1619228,2020-04-01,8557
103264090,40022636,2020-04-01,3096
103264090,42023714,2020-04-01,13124
103264133,1617388,2020-04-01,5106
103264133,1619228,2020-04-01,12505
103264133,40022636,2020-04-01,5350
103264133,42023714,2020-04-01,21859
103766415,1617388,2020-04-01,4530
103766415,1619228,2020-04-01,6518
103766415,40022636,2020-04-01,1357
103766415,42023714,2020-04-01,5457
107428334,1617388,2020-04-01,2857
107428334,1619228,2020-04-01,9212
107428334,40022636,2020-04-01,4066
107428334,42023714,2020-04-01,15837
108204834,1617388,2020-04-01,3015
108204834,1619228,2020-04-01,4152
108204834,40022636,2020-04-01,3342
108204834,42023714,2020-04-01,9956
116549016,1617388,2020-04-01,2838
116549016,1619228,2020-04-01,3158
116549016,40022636,2020-04-01,1191
116549016,42023714,2020-04-01,6664
116549031,1617388,2020-04-01,1690
116549031,1619228,2020-04-01,3177
116549031,40022636,2020-04-01,640
116549031,42023714,2020-04-01,3193
116549126,1617388,2020-04-01,2717
116549126,1619228,2020-04-01,2719
116549126,40022636,2020-04-01,967
116549126,42023714,2020-04-01,1240
116549156,1617388,2020-04-01,1093
116549156,1619228,2020-04-01,444
116549156,40022636,2020-04-01,248
116549156,42023714,2020-04-01,356
116549191,1617388,2020-04-01,1337
116549191,1619228,2020-04-01,1027
116549191,40022636,2020-04-01,463
116549191,42023714,2020-04-01,761
116549229,1617388,2020-04-01,1181
116549229,1619228,2020-04-01,708
116549229,40022636,2020-04-01,315
116549229,42023714,2020-04-01,723
116549238,1617388,2020-04-01,3604
116549238,1619228,2020-04-01,1356
116549238,40022636,2020-04-01,406
116549238,42023714,2020-04-01,1522
116549631,1617388,2020-04-01,732
116549631,1619228,2020-04-01,574
116549631,40022636,2020-04-01,258
116549631,42023714,2020-04-01,883
116549737,1617388,2020-04-01,788
116549737,1619228,2020-04-01,267
116549737,40022636,2020-04-01,319
116549737,42023714,2020-04-01,852
116844834,1617388,2020-04-01,6232
116844834,1619228,2020-04-01,2205
116844834,40022636,2020-04-01,980
116844834,42023714,2020-04-01,2241
117855880,1617388,2020-04-01,1892
117855880,1619228,2020-04-01,1104
117855880,40022636,2020-04-01,739
117855880,42023714,2020-04-01,1299
120363084,1617388,2020-04-01,639
120363084,1619228,2020-04-01,9
120363084,40022636,2020-04-01,0
120363084,42023714,2020-04-01,609
121127559,1617388,2020-04-01,1713
121127559,1619228,2020-04-01,696
121127559,40022636,2020-04-01,315
121127559,42023714,2020-04-01,1277
121128611,1617388,2020-04-01,2310
121128611,1619228,2020-04-01,1519
121128611,40022636,2020-04-01,328
121128611,42023714,2020-04-01,2164
121129359,1617388,2020-04-01,2035
121129359,1619228,2020-04-01,829
121129359,40022636,2020-04-01,189
121129359,42023714,2020-04-01,591
125309293,1617388,2020-04-01,2467
125309293,1619228,2020-04-01,1708
125309293,40022636,2020-04-01,718
125309293,42023714,2020-04-01,1661
125309489,1617388,2020-04-01,13
125309489,1619228,2020-04-01,453
125309489,40022636,2020-04-01,258
125309489,42023714,2020-04-01,1878
127929968,1617388,2020-04-01,1068
127929968,1619228,2020-04-01,374
127929968,40022636,2020-04-01,107
127929968,42023714,2020-04-01,409
128814473,1617388,2020-04-01,0
128814473,1619228,2020-04-01,0
128814473,40022636,2020-04-01,0
128814473,42023714,2020-04-01,0
130569415,1617388,2020-04-01,482
130569415,1619228,2020-04-01,310
130569415,40022636,2020-04-01,163
130569415,42023714,2020-04-01,0
130962471,1617388,2020-04-01,302
130962471,1619228,2020-04-01,206
130962471,40022636,2020-04-01,297
130962471,42023714,2020-04-01,465
133513224,1617388,2020-04-01,389
133513224,1619228,2020-04-01,234
133513224,40022636,2020-04-01,136
133513224,42023714,2020-04-01,366
133513294,1617388,2020-04-01,442
133513294,1619228,2020-04-01,251
133513294,40022636,2020-04-01,234
133513294,42023714,2020-04-01,688
133980049,1617388,2020-04-01,3062
133980049,1619228,2020-04-01,3912
133980049,40022636,2020-04-01,977
133980049,42023714,2020-04-01,5953
137410407,1617388,2020-04-01,4184
137410407,1619228,2020-04-01,3264
137410407,40022636,2020-04-01,1623
137410407,42023714,2020-04-01,4599
140462971,1617388,2020-04-01,934
140462971,1619228,2020-04-01,1238
140462971,40022636,2020-04-01,378
140462971,42023714,2020-04-01,1544
140475926,1617388,2020-04-01,2499
140475926,1619228,2020-04-01,3697
140475926,40022636,2020-04-01,535
140475926,42023714,2020-04-01,5022
140534345,1617388,2020-04-01,2284
140534345,1619228,2020-04-01,1931
140534345,40022636,2020-04-01,1692
140534345,42023714,2020-04-01,3503
140535880,1617388,2020-04-01,1386
140535880,1619228,2020-04-01,929
140535880,40022636,2020-04-01,368
140535880,42023714,2020-04-01,836
149440644,1617388,2020-04-01,1234
149440644,1619228,2020-04-01,1176
149440644,40022636,2020-04-01,594
149440644,42023714,2020-04-01,1113
3959294,1617388,2020-05-01,4505
3959294,1619228,2020-05-01,2485
3959294,40022636,2020-05-01,1675
3959294,42023714,2020-05-01,4778
3959313,1617388,2020-05-01,1986
3959313,1619228,2020-05-01,1343
3959313,40022636,2020-05-01,1058
3959313,42023714,2020-05-01,3226
3959506,1617388,2020-05-01,61620
3959506,1619228,2020-05-01,36577
3959506,40022636,2020-05-01,26149
3959506,42023714,2020-05-01,59507
3959509,1617388,2020-05-01,12985
3959509,1619228,2020-05-01,3228
3959509,40022636,2020-05-01,5143
3959509,42023714,2020-05-01,5536
3959530,1617388,2020-05-01,86727
3959530,1619228,2020-05-01,69498
3959530,40022636,2020-05-01,29389
3959530,42023714,2020-05-01,99095
3994423,1617388,2020-05-01,3449
3994423,1619228,2020-05-01,3419
3994423,40022636,2020-05-01,1499
3994423,42023714,2020-05-01,4381
5160016,1617388,2020-05-01,0
5160016,1619228,2020-05-01,0
5160016,40022636,2020-05-01,0
5160016,42023714,2020-05-01,0
6609938,1617388,2020-05-01,17158
6609938,1619228,2020-05-01,9478
6609938,40022636,2020-05-01,7614
6609938,42023714,2020-05-01,13746
28065487,1617388,2020-05-01,3170
28065487,1619228,2020-05-01,2872
28065487,40022636,2020-05-01,1338
28065487,42023714,2020-05-01,4746
51472179,1617388,2020-05-01,2722
51472179,1619228,2020-05-01,2510
51472179,40022636,2020-05-01,581
51472179,42023714,2020-05-01,5065
60715830,1617388,2020-05-01,7146
60715830,1619228,2020-05-01,13456
60715830,40022636,2020-05-01,4414
60715830,42023714,2020-05-01,19856
62793347,1617388,2020-05-01,0
62793347,1619228,2020-05-01,0
62793347,40022636,2020-05-01,0
62793347,42023714,2020-05-01,0
62922352,1617388,2020-05-01,2491
62922352,1619228,2020-05-01,1836
62922352,40022636,2020-05-01,657
62922352,42023714,2020-05-01,3251
69058316,1617388,2020-05-01,1852
69058316,1619228,2020-05-01,989
69058316,40022636,2020-05-01,507
69058316,42023714,2020-05-01,1308
102201027,1617388,2020-05-01,4105
102201027,1619228,2020-05-01,8094
102201027,40022636,2020-05-01,1333
102201027,42023714,2020-05-01,7294
103264090,1617388,2020-05-01,4456
103264090,1619228,2020-05-01,8975
103264090,40022636,2020-05-01,1964
103264090,42023714,2020-05-01,5991
103264133,1617388,2020-05-01,6649
103264133,1619228,2020-05-01,11745
103264133,40022636,2020-05-01,3142
103264133,42023714,2020-05-01,12907
103766415,1617388,2020-05-01,6624
103766415,1619228,2020-05-01,4887
103766415,40022636,2020-05-01,1367
103766415,42023714,2020-05-01,5284
107428334,1617388,2020-05-01,3858
107428334,1619228,2020-05-01,7605
107428334,40022636,2020-05-01,2518
107428334,42023714,2020-05-01,11075
108204834,1617388,2020-05-01,3295
108204834,1619228,2020-05-01,4247
108204834,40022636,2020-05-01,1778
108204834,42023714,2020-05-01,6824
116549016,1617388,2020-05-01,5059
116549016,1619228,2020-05-01,4887
116549016,40022636,2020-05-01,1133
116549016,42023714,2020-05-01,5693
116549031,1617388,2020-05-01,3102
116549031,1619228,2020-05-01,3412
116549031,40022636,2020-05-01,756
116549031,42023714,2020-05-01,3794
116549126,1617388,2020-05-01,3888
116549126,1619228,2020-05-01,2321
116549126,40022636,2020-05-01,635
116549126,42023714,2020-05-01,3209
116549156,1617388,2020-05-01,1544
116549156,1619228,2020-05-01,757
116549156,40022636,2020-05-01,419
116549156,42023714,2020-05-01,498
116549191,1617388,2020-05-01,2214
116549191,1619228,2020-05-01,587
116549191,40022636,2020-05-01,431
116549191,42023714,2020-05-01,719
116549229,1617388,2020-05-01,1576
116549229,1619228,2020-05-01,846
116549229,40022636,2020-05-01,412
116549229,42023714,2020-05-01,573
116549238,1617388,2020-05-01,3636
116549238,1619228,2020-05-01,1471
116549238,40022636,2020-05-01,596
116549238,42023714,2020-05-01,1884
116549631,1617388,2020-05-01,1845
116549631,1619228,2020-05-01,630
116549631,40022636,2020-05-01,1749
116549631,42023714,2020-05-01,14842
116549737,1617388,2020-05-01,1180
116549737,1619228,2020-05-01,563
116549737,40022636,2020-05-01,376
116549737,42023714,2020-05-01,888
116844834,1617388,2020-05-01,6868
116844834,1619228,2020-05-01,2072
116844834,40022636,2020-05-01,840
116844834,42023714,2020-05-01,1884
117855880,1617388,2020-05-01,2590
117855880,1619228,2020-05-01,1180
117855880,40022636,2020-05-01,623
117855880,42023714,2020-05-01,968
120363084,1617388,2020-05-01,277
120363084,1619228,2020-05-01,1227
120363084,40022636,2020-05-01,0
120363084,42023714,2020-05-01,0
121127559,1617388,2020-05-01,1699
121127559,1619228,2020-05-01,783
121127559,40022636,2020-05-01,292
121127559,42023714,2020-05-01,1123
121128611,1617388,2020-05-01,4848
121128611,1619228,2020-05-01,3037
121128611,40022636,2020-05-01,532
121128611,42023714,2020-05-01,2980
121129359,1617388,2020-05-01,3876
121129359,1619228,2020-05-01,1232
121129359,40022636,2020-05-01,270
121129359,42023714,2020-05-01,848
125309293,1617388,2020-05-01,3207
125309293,1619228,2020-05-01,2120
125309293,40022636,2020-05-01,633
125309293,42023714,2020-05-01,1176
125309489,1617388,2020-05-01,23
125309489,1619228,2020-05-01,0
125309489,40022636,2020-05-01,375
125309489,42023714,2020-05-01,0
127929968,1617388,2020-05-01,2454
127929968,1619228,2020-05-01,362
127929968,40022636,2020-05-01,113
127929968,42023714,2020-05-01,264
128814473,1617388,2020-05-01,0
128814473,1619228,2020-05-01,0
128814473,40022636,2020-05-01,0
128814473,42023714,2020-05-01,0
130569415,1617388,2020-05-01,80
130569415,1619228,2020-05-01,0
130569415,40022636,2020-05-01,51
130569415,42023714,2020-05-01,0
130962471,1617388,2020-05-01,856
130962471,1619228,2020-05-01,245
130962471,40022636,2020-05-01,175
130962471,42023714,2020-05-01,434
133513224,1617388,2020-05-01,606
133513224,1619228,2020-05-01,739
133513224,40022636,2020-05-01,150
133513224,42023714,2020-05-01,339
133513294,1617388,2020-05-01,820
133513294,1619228,2020-05-01,527
133513294,40022636,2020-05-01,222
133513294,42023714,2020-05-01,578
133980049,1617388,2020-05-01,5456
133980049,1619228,2020-05-01,5032
133980049,40022636,2020-05-01,870
133980049,42023714,2020-05-01,5972
137410407,1617388,2020-05-01,7221
137410407,1619228,2020-05-01,2732
137410407,40022636,2020-05-01,1632
137410407,42023714,2020-05-01,4008
140462971,1617388,2020-05-01,1484
140462971,1619228,2020-05-01,993
140462971,40022636,2020-05-01,484
140462971,42023714,2020-05-01,1267
140475926,1617388,2020-05-01,5117
140475926,1619228,2020-05-01,4630
140475926,40022636,2020-05-01,963
140475926,42023714,2020-05-01,4629
140534345,1617388,2020-05-01,4662
140534345,1619228,2020-05-01,3157
140534345,40022636,2020-05-01,1555
140534345,42023714,2020-05-01,3743
140535880,1617388,2020-05-01,2624
140535880,1619228,2020-05-01,2075
140535880,40022636,2020-05-01,275
140535880,42023714,2020-05-01,1092
149440644,1617388,2020-05-01,2575
149440644,1619228,2020-05-01,1256
149440644,40022636,2020-05-01,1151
149440644,42023714,2020-05-01,2002
3959294,1617388,2020-06-01,6472
3959294,1619228,2020-06-01,3622
3959294,40022636,2020-06-01,2394
3959294,42023714,2020-06-01,8258
3959313,1617388,2020-06-01,2928
3959313,1619228,2020-06-01,1536
